Libelle1;Libelle2;Localisation;voie;CP;CEDEXB;Ville;DEPT;INSEE;coordonnees_ban;coordonnees_insee;coordonnees_finales;code_bib;code_ua;Code region;Statut;surface;type_adresse;amplitude_horaire;pop_com
Bibliothèque De Montreuil Sous Pérouse;;;Place de la Mairie;35500;;Montreuil-sous-Pérouse;35;35194;48.150671, -1.235483;48.1510951344, -1.24238323574;48.150671,-1.235483;7613.0;7613.0;53;Bibliothèque municipale;90.0;Bibliothèque ouverte au public;8.0;1053.0
Médiathèque Pré en Bulles;;;12 rue de Châteaugiron;35410;;Nouvoitou;35;35204;48.041376, -1.544923;48.0299058856, -1.55180159639;48.041376,-1.544923;7620.0;7620.0;53;Bibliothèque municipale;427.0;Bibliothèque ouverte au public;16.5;2986.0
Médiathèque d'Orgères;;LE BELVEDERE;5 PLACE DE L'EGLISE;35230;;Orgères;35;35208;47.995725, -1.668559;47.9853322097, -1.66640026267;47.995725,-1.668559;1484.0;1484.0;53;Bibliothèque municipale;380.0;Bibliothèque ouverte au public;15.0;4362.0
Bibliothèque municipale de Pancé;;;3 rue du Tertre Gris;35320;;Pancé;35;35212;47.882579, -1.662665;47.8889653573, -1.64257071034;47.882579,-1.662665;7624.0;7624.0;53;Bibliothèque municipale;40.0;Bibliothèque ouverte au public;7.0;1186.0
Antenne Départementale de Pipriac;;;18 Rue Jeanne d'arc;35550;;Pipriac;35;35219;47.806893, -1.931978;47.8116756729, -1.93781141913;47.806893,-1.931978;15690.0;1494.0;53;Bibliothèque départementale;;Bibliothèque ouverte au public;;3755.0
Bibliothèque Municipale;;;17 rue du général De Gaulle;35540;;Plerguer;35;35224;48.527816, -1.846929;48.5284745342, -1.84558109365;48.527816,-1.846929;7630.0;7630.0;53;Bibliothèque municipale;84.0;Bibliothèque ouverte au public;10.5;2644.0
Bibliothèque municipale;;;45 rue de Rennes;35320;;Poligné;35;35231;47.888566, -1.688101;47.8990359513, -1.68518288272;47.888566,-1.688101;7634.0;7634.0;53;Bibliothèque municipale;90.0;Bibliothèque ouverte au public;8.0;1212.0
Bibliotheques De Rennes;;CS 63126;23 rue de Lorient;35031;Cedex;Rennes;35;35238;;48.1119791219, -1.68186449144;48.1119791219,-1.68186449144;1493.0;1493.0;53;Bibliothèque municipale;;Adresse administrative;;221272.0
Thabor - Lucien Rose;;CS 83912;11 SQUARE LUCIEN ROSE;35039;cedex;Rennes;35;35238;;48.1119791219, -1.68186449144;48.1119791219,-1.68186449144;5592.0;1493.0;53;Bibliothèque municipale;;Bibliothèque ouverte au public;;221272.0
Médiathèque Municipale;L'Autre Lieu;;8 rue du docteur WAGNER;35650;;Le Rheu;35;35240;48.099243, -1.796502;48.097397419, -1.78149989185;48.099243,-1.796502;1496.0;1496.0;53;Bibliothèque municipale;1583.0;Bibliothèque ouverte au public;21.0;8643.0
Bibliothèque De Saint Didier;;LE PATIO;LA VIGNE CARREE;35220;;Saint-Didier;35;35264;48.093923, -1.371294;48.0932158644, -1.35806845203;48.093923,-1.371294;7651.0;7651.0;53;Bibliothèque municipale;209.0;Bibliothèque ouverte au public;8.5;2016.0
Bibliothèque De St Georges De Chesné;;Mairie;1 Place de la Mairie;35140;;Saint-Georges-de-Chesné;35;35269;48.274117, -1.291152;48.2704626521, -1.30957375429;48.274117,-1.291152;7655.0;7655.0;53;Bibliothèque municipale;60.0;Bibliothèque ouverte au public;6.0;718.0
Bibliothèque De Saint-Germain-Du-Pinel;L'ilot livres;;2 rue de la gare;35370;;Saint-Germain-du-Pinel;35;35272;48.012165, -1.16672;48.0050253994, -1.17262707343;48.012165,-1.16672;7657.0;7657.0;53;Bibliothèque municipale;30.0;Bibliothèque ouverte au public;4.0;928.0
Médiathèque de Saint-Marc-le-Blanc;;;10 rue du Lavoir;35460;;SAINT-MARC-LE-BLANC;35;35292;48.365932, -1.408444;48.3752704313, -1.40505053569;48.365932,-1.408444;10653.0;7653.0;53;Bibliothèque municipale;235.0;Bibliothèque ouverte au public;17.5;1392.0
Médiathèque Municipale;;Espace Associatif;8 rue de la minoterie;35600;;Sainte-Marie;35;35294;47.693463, -2.003022;47.6935116851, -2.01321068932;47.693463,-2.003022;7668.0;7668.0;53;Bibliothèque municipale;50.0;Bibliothèque ouverte au public;11.0;2325.0
Bibliothèque Municipale;;;15 rue des écoles;35250;;Saint-Médard-sur-Ille;35;35296;48.272901, -1.658553;48.2728481526, -1.67038135479;48.272901,-1.658553;7670.0;7670.0;53;Bibliothèque municipale;64.0;Bibliothèque ouverte au public;11.0;1355.0
La Vague Des Mots;;Mairie de Saint-Père;6 rue Jean Monnet;35430;;Saint-Père;35;35306;48.588425, -1.922529;48.5841780785, -1.9291577364;48.588425,-1.922529;7675.0;7675.0;53;Bibliothèque municipale;50.0;Bibliothèque ouverte au public;9.0;2419.0
Bibliothèque de Saint Sulpice la Forêt;;;5 Route de Saint Denis;35250;;Saint-Sulpice-la-Forêt;35;35315;48.217759, -1.578944;48.21225732, -1.57663512362;48.217759,-1.578944;7682.0;7682.0;53;Bibliothèque municipale;70.0;Bibliothèque ouverte au public;7.0;1383.0
Lecture Et Culture;;;16 rue de Tourdelin;35190;;Saint-Thual;35;35318;48.335414, -1.933845;48.3355023423, -1.93174889174;48.335414,-1.933845;7684.0;7684.0;53;Bibliothèque municipale;60.0;Bibliothèque ouverte au public;4.5;880.0
Mediatheque Mega Media;;;36 RUE ONFFROY DE LA ROSIERE;35550;;Sixt-sur-Aff;35;35328;47.776085, -2.074734;47.7748715245, -2.04938893664;47.776085,-2.074734;7689.0;7689.0;53;Bibliothèque municipale;400.0;Bibliothèque ouverte au public;16.5;2136.0
Médiathèque les Forges;;;Place Jean Provost;35190;;Tinténiac;35;35337;48.326894, -1.836275;48.3231993668, -1.83043308458;48.326894,-1.836275;7693.0;7693.0;53;Bibliothèque municipale;317.0;Bibliothèque ouverte au public;15.0;3623.0
Bibliothèque;;;12 rue de Brocéliande;35380;;Treffendel;35;35340;48.039906, -2.006399;48.0313953352, -2.00818373637;48.039906,-2.006399;7696.0;7696.0;53;Bibliothèque municipale;150.0;Bibliothèque ouverte au public;8.5;1287.0
Médiathèque Municipale;;;8 enclos Mathurin Boury;35130;;Visseiche;35;35359;47.954968, -1.301922;47.959768941, -1.29877248787;47.954968,-1.301922;4445.0;4445.0;53;Bibliothèque municipale;129.0;Bibliothèque ouverte au public;8.0;819.0
Bibliothèque Municipale;;;4 rue du Berry;36140;;Aigurande;36;36001;46.435332, 1.829991;46.455684191, 1.83976972145;46.435332,1.829991;13152.0;13152.0;24;Bibliothèque municipale;153.0;Bibliothèque ouverte au public;20.0;1493.0
Bibliotheque Intercommunale - Le Blanc;;;Place René Thimel;36300;;Le Blanc;36;36018;46.638658, 1.059816;46.6346200347, 1.10013221164;46.638658,1.059816;15490.0;1515.0;24;Bibliothèque municipale;;Bibliothèque ouverte au public;;6859.0
Mediatheque Municipale;Jean Duplaix;;place de Verdun;36500;;Buzançais;36;36031;46.88838, 1.418834;46.8875380464, 1.41254913131;46.88838,1.418834;1516.0;1516.0;24;Bibliothèque municipale;500.0;Bibliothèque ouverte au public;24.0;4545.0
Bibliothèque François Bailly;;;10 rue de la croix de la mission;36230;;Cluis;36;36056;;46.5352767635, 1.74340331959;46.5352767635,1.74340331959;13460.0;13460.0;24;Bibliothèque municipale;40.0;Bibliothèque ouverte au public;3.5;1015.0
Bibliothèque Municipale;;;1 route des templiers;36140;;Crevant;36;36060;46.486217, 1.947223;46.4692924616, 1.93707320558;46.486217,1.947223;13459.0;13459.0;24;Bibliothèque municipale;20.0;Bibliothèque ouverte au public;5.0;726.0
Médiathèque d' Écueillé;Médiathèque d' Écueillé;;5 rue Albert Jahan;36240;;Écueillé;36;36069;47.08473, 1.346366;47.0772111869, 1.35366792893;47.08473,1.346366;13203.0;1529.0;24;Bibliothèque municipale;;Bibliothèque ouverte au public;;1305.0
Bibliothèque municipale;;;19 rue Jules Ferry;36270;;Éguzon-Chantôme;36;36070;46.440775, 1.584292;46.4342273236, 1.56931280113;46.440775,1.584292;13424.0;13424.0;24;Bibliothèque municipale;96.0;Bibliothèque ouverte au public;6.0;1404.0
Mediatheque Municipale;ALBERT CAMUS;;AVENUE DE BEL-AIR;36100;;Issoudun;36;36088;46.941099, 1.999235;46.9489390293, 2.00053790133;46.941099,1.999235;1522.0;1522.0;24;Bibliothèque municipale;2600.0;Bibliothèque ouverte au public;30.0;12399.0
Association Loisirs et détente;52 rue Henri Prieuré;;Mairie;36400;;Lacs;36;36091;46.567773, 1.998514;46.5913517222, 2.03649976093;46.567773,1.998514;13237.0;13237.0;24;Bibliothèque municipale;12.0;Bibliothèque ouverte au public;3.0;684.0
Bibliothèque Municipale;;Mairie;9 Place Pascaud;36200;;Le Menoux;36;36117;46.553973, 1.569398;46.5579151463, 1.57409340054;46.553973,1.569398;13451.0;13451.0;24;Bibliothèque municipale;45.0;Bibliothèque ouverte au public;2.0;445.0
Bibliothèque Gabriel Nigond;;;4 place Mairie;36200;;Badecon-le-Pin;36;36158;46.54053, 1.588718;46.532036139, 1.60190321862;46.54053,1.588718;13464.0;13464.0;24;Bibliothèque municipale;20.0;Bibliothèque ouverte au public;1.5;746.0
Bibliothèque Municipale;;;1 rue de Méobecq;36800;;Le Pont-Chrétien-Chabenet;36;36161;46.629863, 1.48105;46.6284901287, 1.50039089772;46.629863,1.48105;13232.0;13232.0;24;Bibliothèque municipale;20.0;Bibliothèque ouverte au public;1.0;947.0
Bibliothèque municipale;;Mairie;1 LA CROIX BLEUE;36170;;Roussines;36;36174;46.468329, 1.389327;46.4618536752, 1.37726376805;46.468329,1.389327;13436.0;13436.0;24;Bibliothèque municipale;45.0;Bibliothèque ouverte au public;4.0;364.0
Bibliothèque Municipale;;;1 rue Beauregard;36170;;Saint-Benoît-du-Sault;36;36182;46.440462, 1.390678;46.4476641903, 1.39936861789;46.440462,1.390678;13251.0;13251.0;24;Bibliothèque municipale;32.0;Bibliothèque ouverte au public;3.0;633.0
Bibliothèque intercommunale de Saint-Marcel;Bibliothèque Guillaume Budé;;6 rue Jules Ferry;36200;15;Saint Marcel;36;36200;46.603438, 1.511858;46.6083971335, 1.52347471994;46.603438,1.511858;5598.0;1514.0;24;Bibliothèque municipale;;Bibliothèque ouverte au public;;1621.0
Médiathèque Raymonde Vincent;;;Place de la Mairie;36250;;Saint-Maur;36;36202;46.805002, 1.639484;46.7890918907, 1.62343965566;46.805002,1.639484;1527.0;1527.0;24;Bibliothèque municipale;250.0;Bibliothèque ouverte au public;24.3;3640.0
Bibliothèque Intercommunale - Thenay;;;Rue de la Paix;36800;;Thenay;36;36220;46.631254, 1.430368;46.5948540817, 1.42889771052;46.631254,1.430368;13435.0;1515.0;24;Bibliothèque municipale;;Bibliothèque ouverte au public;;901.0
Bibliothèque Municipale;;;Mairie;36310;;Tilly;36;36223;46.408453, 1.215078;46.4050751872, 1.21140507428;46.408453,1.215078;13245.0;13245.0;24;Bibliothèque municipale;40.0;Bibliothèque ouverte au public;1.5;144.0
Mediatheque Intercommunale - Tournon-Saint-Martin;;;12 Rue Grande;36220;;Tournon-Saint-Martin;36;36224;46.73408, 0.95412;46.7300364978, 0.983181764115;46.73408,0.95412;1528.0;1515.0;24;Bibliothèque municipale;;Bibliothèque ouverte au public;;1196.0
Bibliothèque Municipale;;;2 rue Fontaine;36600;;Veuil;36;36235;47.120948, 1.525617;47.1325742708, 1.50980110531;47.120948,1.525617;13236.0;13236.0;24;Bibliothèque municipale;40.0;Bibliothèque ouverte au public;1.0;386.0
Bibliothèque municipale;;;8 rue de l'Eglise;36600;;Vicq-sur-Nahon;36;36237;47.107425, 1.529541;47.1002749222, 1.55803357778;47.107425,1.529541;13416.0;13416.0;24;Bibliothèque municipale;60.0;Bibliothèque ouverte au public;12.0;766.0
Mediatheque Aime Cesaire;;;17 RUE DU CLOS DES GARDES;37400;;Amboise;37;37003;47.396751, 0.984464;47.3917237652, 1.00023994675;47.396751,0.984464;1532.0;1532.0;24;Bibliothèque municipale;1430.0;Bibliothèque ouverte au public;27.0;13524.0
Médiathèque Municipale La Canopée;;;13 place de la République;37190;;Azay-le-Rideau;37;37014;47.261797, 0.467498;47.2729677305, 0.469464530446;47.261797,0.467498;1534.0;1534.0;24;Bibliothèque municipale;467.0;Bibliothèque ouverte au public;24.5;3534.0
Bibliothèque de Barrou;;;4 rue de la mairie;37350;;Barrou;37;37019;46.865527, 0.771572;46.8814967134, 0.77481154577;46.865527,0.771572;14933.0;14933.0;24;Bibliothèque municipale;55.0;Bibliothèque ouverte au public;8.5;508.0
Bibliothèque de Champigny-sur-Veude;;;2 rue des Minimes;37120;;Champigny-sur-Veude;37;37051;47.062229, 0.317769;47.0566092361, 0.327929999931;47.062229,0.317769;14943.0;14943.0;24;Bibliothèque municipale;162.0;Bibliothèque ouverte au public;4.0;902.0
Bibliothèque municipale - Espace Julia Daudet;;;1 impasse Beaujardin;37530;;Chargé;37;37060;47.433312, 1.029802;47.431662181, 1.04123088283;47.433312,1.029802;14946.0;14946.0;24;Bibliothèque municipale;81.0;Bibliothèque ouverte au public;9.0;1311.0
Bibliothèque de Charnizay;;;2 place du 8 mai 1945;37290;;Charnizay;37;37061;46.913521, 0.985867;46.9160338109, 0.990841161121;46.913521,0.985867;14947.0;14947.0;24;Bibliothèque municipale;35.0;Bibliothèque ouverte au public;4.0;528.0
Bibliothèque intercommunale de Chinon;Centre-ville;;24 place DU GENERAL DE GAULLE;37500;;Chinon;37;37072;47.166816, 0.239792;47.1723001595, 0.245084664558;47.166816,0.239792;1544.0;1533.0;24;Bibliothèque municipale;;Bibliothèque ouverte au public;;8527.0
Bibliothèque d'Epeigné-les-Bois;;;4 rue La Fontaine;37150;;Épeigné-les-Bois;37;37100;47.280835, 1.112445;47.2765013353, 1.12347391282;47.280835,1.112445;14954.0;14954.0;24;Bibliothèque municipale;26.0;Bibliothèque ouverte au public;4.0;455.0
Médiathèque communautaire de Sorigny;;;10-13 rue Louans;37250;;SORIGNY;37;37104;;47.2932820552, 0.79068276272;47.2932820552,0.79068276272;15196.0;13083.0;24;Bibliothèque municipale;;Bibliothèque ouverte au public;;5823.0
Bibliothèque de Loché-sur-Indrois;;;2 place de l'église;37460;;Loché-sur-Indrois;37;37133;47.092713, 1.219335;47.0839468716, 1.20363593791;47.092713,1.219335;14977.0;14977.0;24;Bibliothèque municipale;36.0;Bibliothèque ouverte au public;4.5;593.0
Bibliothèque de Lussault-sur-Loire;;;2 route de Tours;37400;;Lussault-sur-Loire;37;37138;47.398354, 0.92482;47.3899998844, 0.920355361305;47.398354,0.92482;14979.0;14979.0;24;Bibliothèque municipale;50.0;Bibliothèque ouverte au public;5.0;767.0
Bibliotheque Municipale;PlaNETe Lire;MAIRIE;Place Charles De Gaulle;37380;;Monnaie;37;37153;47.50121, 0.78549;47.4985433749, 0.786215614417;47.50121,0.78549;1556.0;1556.0;24;Bibliothèque municipale;154.0;Bibliothèque ouverte au public;8.0;4356.0
Bibliothèque de Noizay La Hotte à Livres;;;Place Gambetta;37210;;Noizay;37;37171;47.421672, 0.891107;47.4169793507, 0.897184990068;47.421672,0.891107;14996.0;14996.0;24;Bibliothèque municipale;113.0;Bibliothèque ouverte au public;5.0;1174.0
Bibliothèque de Parçay-Meslay;;;58 rue de la mairie;37210;;Parçay-Meslay;37;37179;47.441255, 0.745363;47.4520948829, 0.742956066986;47.441255,0.745363;15003.0;15003.0;24;Bibliothèque municipale;95.0;Bibliothèque ouverte au public;7.0;2330.0
Bibliothèque de Perrusson Maurice Mardelle;;;5 rue de l'école;37600;;Perrusson;37;37183;47.100501, 1.012485;47.0926524002, 1.00808800981;47.100501,1.012485;15004.0;15004.0;24;Bibliothèque municipale;218.0;Bibliothèque ouverte au public;7.5;1575.0
Bibliothèque intercommunale de Rivière;;;16 rue des lavandières;37500;;Rivière;37;37201;47.14411, 0.277094;47.1446277658, 0.266267354644;47.14411,0.277094;15115.0;1533.0;24;Bibliothèque municipale;;Bibliothèque ouverte au public;;751.0
Médiathèque Michel Serres;;;126 RUE DE CANGE;37550;;Saint-Avertin;37;37208;47.366063, 0.752836;47.3571561121, 0.737544440483;47.366063,0.752836;1568.0;1568.0;24;Bibliothèque municipale;2000.0;Bibliothèque ouverte au public;25.5;15359.0
bibliothèque le Clos du Poète;;Ingrandes de Touraine;place de la mairie;37140;;COTEAUX SUR LOIRE;37;37232;47.282241, 0.26492;47.2909121663, 0.301054429899;47.282241,0.26492;14959.0;14959.0;24;Bibliothèque municipale;53.0;Bibliothèque ouverte au public;4.0;1939.0
Bibliothèque Municipale de Savigné-sur-Lathan;;;Place Jacques du Bellay;37340;;Savigné-sur-Lathan;37;37241;47.444945, 0.322272;47.4496709939, 0.326681669854;47.444945,0.322272;14987.0;14987.0;24;Bibliothèque municipale;70.0;Bibliothèque ouverte au public;8.0;1388.0
Bibliotheque Associative de Sonzay;;;45 rue du 8 mai 1945;37360;;Sonzay;37;37249;47.52359, 0.454735;47.5132295352, 0.477318608406;47.52359,0.454735;1567.0;1567.0;24;Bibliothèque municipale;100.0;Bibliothèque ouverte au public;6.0;1426.0
Service de la Lecture publique;;;6 Place Antoine de Saint-Exupéry;37250;;Sorigny;37;37250;47.256599, 0.693143;47.2310354675, 0.686650122405;47.256599,0.693143;13083.0;13083.0;24;Bibliothèque municipale;;Adresse administrative;;2590.0
Bibliotheque Municipale;LIRE A THILOUZE;rue des lavandières;2 rue des lavandières;37260;;Thilouze;37;37257;47.223687, 0.579166;47.2196901123, 0.601021340969;47.223687,0.579166;1577.0;1577.0;24;Bibliothèque municipale;60.0;Bibliothèque ouverte au public;5.0;1683.0
Mediatheque François-Mitterrand;;;2 ESPLANADE FRANçOIS-MITTERRAND;37100;;Tours;37;37261;47.421586, 0.682945;47.3986382281, 0.696526376417;47.421586,0.682945;5606.0;1578.0;24;Bibliothèque municipale classée;;Bibliothèque ouverte au public;;139698.0
Fontaines;;;11 RUE DE SAUSSURE;37200;;Tours;37;37261;47.365591, 0.706819;47.3986382281, 0.696526376417;47.365591,0.706819;5610.0;1578.0;24;Bibliothèque municipale classée;;Bibliothèque ouverte au public;;139698.0
Bibliotheque Municipale de Veretz;;;RUE MOREAU VINCENT;37270;;Véretz;37;37267;47.358679, 0.805745;47.3522450777, 0.810254495994;47.358679,0.805745;1582.0;1582.0;24;Bibliothèque municipale;95.0;Bibliothèque ouverte au public;14.0;4527.0
Bibliothèque de Villeloin-Coulangé;;;18 rue de Nouans;37460;;Villeloin-Coulangé;37;37277;47.138812, 1.224414;47.1350642786, 1.23619125838;47.138812,1.224414;16711.0;16711.0;24;Bibliothèque municipale;40.0;Bibliothèque ouverte au public;4.0;646.0
Bibliothèque de la Bâtie-Divisin;;La Batie Divisin;130 route de recoin;38490;;Les Abrets en Dauphiné;38;38001;45.510181, 5.599524;45.5418940561, 5.59342426222;45.510181,5.599524;7713.0;7706.0;84;Bibliothèque municipale;240.0;Bibliothèque ouverte au public;11.5;6370.0
Bibliothèque Municipale Henri Bodet;;;Montée de la Barre;38280;;Anthon;38;38011;45.789326, 5.169867;45.7847587355, 5.15418784816;45.789326,5.169867;7710.0;7710.0;84;Bibliothèque municipale;162.0;Bibliothèque ouverte au public;6.0;1048.0
Bibliothèque la Sirène;;;25 place Buissière;38140;;Apprieu;38;38013;45.398797, 5.504095;45.3973605604, 5.4963701967;45.398797,5.504095;12627.0;12627.0;84;Bibliothèque municipale;136.0;Bibliothèque ouverte au public;12.0;3333.0
Médiatheque de Bièvre Isère - Artas;;;Chemin de la Manchette;38440;;Artas;38;38015;45.53515, 5.165661;45.537434677, 5.16699367154;45.53515,5.165661;5651.0;7743.0;84;Bibliothèque municipale;;Bibliothèque ouverte au public;;1853.0
Bibliotheque Municipale;BARRAUX BOUQUINE;;219 Grande rue;38530;;BARRAUX;38;38027;45.434743, 5.978317;45.4360335449, 5.98047363076;45.434743,5.978317;1586.0;1586.0;84;Bibliothèque municipale;70.0;Bibliothèque ouverte au public;9.5;1930.0
Bibliothèque Municipale;;Mairie;Rue Principale;38142;;BESSE;38;38040;45.071711, 6.170437;45.1044444895, 6.20876758912;45.071711,6.170437;7715.0;7715.0;84;Bibliothèque municipale;;Bibliothèque ouverte au public;;137.0
Médiathèque de Biol;Biol;;1 Place des Halles;38690;;BIOL;38;38044;45.49103, 5.387227;45.4963748824, 5.36908721787;45.49103,5.387227;18948.0;1685.0;84;Bibliothèque municipale;;Adresse administrative;;1462.0
Bibliothèque Municipale de Brangues Les Liserons;;;Place Paul Claudel;38510;;Brangues;38;38055;45.694512, 5.528461;45.6960928828, 5.53688016446;45.694512,5.528461;7721.0;7721.0;84;Bibliothèque municipale;35.0;Bibliothèque ouverte au public;4.0;624.0
Bibliothèque de La Buisse;;;Place Marcel Vial;38500;;LA BUISSE;38;38061;45.335015, 5.621011;45.331138203, 5.62356410613;45.335015,5.621011;7724.0;18414.0;84;Bibliothèque municipale;;Bibliothèque ouverte au public;;3211.0
Bibliotheque Municipale;;;Rue de la poste;38110;;Cessieu;38;38064;45.567061, 5.374471;45.5689096926, 5.3761675679;45.567061,5.374471;1595.0;1595.0;84;Bibliothèque municipale;150.0;Bibliothèque ouverte au public;6.0;2958.0
Mediatheque Municipale De la Chapelle de la Tour;;;117 Boulevard de la mairie;38110;;La Chapelle-de-la-Tour;38;38076;45.584974, 5.464948;45.5893265412, 5.47141719996;45.584974,5.464948;7729.0;7729.0;84;Bibliothèque municipale;45.0;Bibliothèque ouverte au public;4.0;1805.0
